entity_id,type,debit,credit,amount,currency,fee,tax,settlement_id,settlement_utr,created_at,settled_at,payment_id,order_id,method,description
pay_RBUBA5UJ1C0900,payment,0,136093,139381,INR,2787,501,setl_J8H1SLWPFF0883,5405091237a743,2026-07-01,2026-07-03,pay_RBUBA5UJ1C0900,order_7CT2HH4LW00899,netbanking,Payment captured
pay_GBQDAJGW3Q0903,payment,0,1063869,1089582,INR,21791,3922,setl_J8H1SLWPFF0883,5405091237a743,2026-07-01,2026-07-03,pay_GBQDAJGW3Q0903,order_FW7D1V57HZ0902,netbanking,Payment captured
pay_4H99R67TW60906,payment,0,93961,96231,INR,1924,346,setl_J8H1SLWPFF0883,5405091237a743,2026-07-01,2026-07-03,pay_4H99R67TW60906,order_0TLJ5HJWK20905,wallet,Payment captured
pay_WV5K8GJQZ00909,payment,0,13028,13341,INR,266,47,setl_J8H1SLWPFF0883,5405091237a743,2026-07-01,2026-07-03,pay_WV5K8GJQZ00909,order_P50N7GXP980908,emi,Payment captured
pay_94YSHFY3PK0912,payment,0,545700,558888,INR,11177,2011,setl_J8H1SLWPFF0883,5405091237a743,2026-07-01,2026-07-03,pay_94YSHFY3PK0912,order_5GHRB5MTB60911,upi,Payment captured
pay_3GDRHQHDCT0915,payment,0,1742990,1785118,INR,35702,6426,setl_J8H1SLWPFF0883,5405091237a743,2026-07-01,2026-07-03,pay_3GDRHQHDCT0915,order_3NUN1MT9790914,netbanking,Payment captured
pay_RLWELMX5KA0918,payment,0,53444,54734,INR,1094,196,setl_J8H1SLWPFF0883,5405091237a743,2026-07-01,2026-07-03,pay_RLWELMX5KA0918,order_PYUUAGM86V0917,wallet,Payment captured
pay_KGGVX47YS70921,payment,0,1243987,1274054,INR,25481,4586,setl_J8H1SLWPFF0883,5405091237a743,2026-07-01,2026-07-03,pay_KGGVX47YS70921,order_R6HCBUQ98L0920,netbanking,Payment captured
pay_K5K9ULV7UE0926,payment,0,20187,20674,INR,413,74,setl_PFN0GT49MS0924,6717441860s527,2026-07-02,2026-07-04,pay_K5K9ULV7UE0926,order_9XH35YUHA70925,upi,Payment captured
pay_KN3FUQC6YR0929,payment,0,178664,182981,INR,3659,658,setl_PFN0GT49MS0924,6717441860s527,2026-07-02,2026-07-04,pay_KN3FUQC6YR0929,order_ADSJYU8KFT0928,emi,Payment captured
pay_M03GJ94W8Y0932,payment,0,206156,211137,INR,4222,759,setl_PFN0GT49MS0924,6717441860s527,2026-07-02,2026-07-04,pay_M03GJ94W8Y0932,order_NSJ2NVVFV50931,upi,Payment captured
pay_A595DFDTGX0935,payment,0,1503838,1540185,INR,30803,5544,setl_PFN0GT49MS0924,6717441860s527,2026-07-02,2026-07-04,pay_A595DFDTGX0935,order_VR8ZJUD1J10934,card,Payment captured
pay_AKH9GRPG6B0938,payment,0,1258317,1288729,INR,25774,4638,setl_PFN0GT49MS0924,6717441860s527,2026-07-02,2026-07-04,pay_AKH9GRPG6B0938,order_JQKVVA7NHE0937,emi,Payment captured
pay_N66UUG7ZT10941,payment,0,166510,170531,INR,3410,611,setl_PFN0GT49MS0924,6717441860s527,2026-07-02,2026-07-04,pay_N66UUG7ZT10941,order_4H3KBMKRL80940,emi,Payment captured
pay_LY88PY908E0944,payment,0,158260,162084,INR,3241,583,setl_PFN0GT49MS0924,6717441860s527,2026-07-02,2026-07-04,pay_LY88PY908E0944,order_VC4CYJ55TA0943,wallet,Payment captured
pay_BLQGG76WQR0947,payment,0,130415,133567,INR,2671,481,setl_PFN0GT49MS0924,6717441860s527,2026-07-02,2026-07-04,pay_BLQGG76WQR0947,order_M89SJWY1EC0946,wallet,Payment captured
pay_JE430EFJ9V0952,payment,0,391460,400921,INR,8018,1443,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_JE430EFJ9V0952,order_XM97NP68YY0951,wallet,Payment captured
pay_6SBCX2SNXD0955,payment,0,383244,392507,INR,7850,1413,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_6SBCX2SNXD0955,order_LUER98V1DH0954,wallet,Payment captured
pay_Y36VQBDBN00958,payment,0,1498154,1534364,INR,30687,5523,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_Y36VQBDBN00958,order_F6JTCGC78Q0957,wallet,Payment captured
pay_Q2CARDEDJ40961,payment,0,167248,171289,INR,3425,616,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_Q2CARDEDJ40961,order_ZYNX3DRQFA0960,upi,Payment captured
pay_9TW8GDY27T0964,payment,0,400497,410176,INR,8203,1476,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_9TW8GDY27T0964,order_SP7YQ4VZUR0963,upi,Payment captured
pay_FDT07B004C0967,payment,0,13392531,13716233,INR,274324,49378,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_FDT07B004C0967,order_45HB7CTT0V0966,emi,Payment captured
pay_539SL05RJA0970,payment,0,932560,955100,INR,19102,3438,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_539SL05RJA0970,order_SPBX33DG0U0969,netbanking,Payment captured
pay_A5CY6P2DFT0973,payment,0,1846242,1890866,INR,37817,6807,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_A5CY6P2DFT0973,order_AHVWSM45B40972,card,Payment captured
pay_DSSBYCRYGE0976,payment,0,167836,171891,INR,3437,618,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_DSSBYCRYGE0976,order_DQHCM84WCQ0975,upi,Payment captured
pay_LZCUKBGPW80979,payment,0,823761,843671,INR,16873,3037,setl_L39NFBGPCJ0950,4836655711l892,2026-07-03,2026-07-05,pay_LZCUKBGPW80979,order_KBWZX2Z6UB0978,emi,Payment captured
rfnd_2H9D6994WT0981,refund,13102015,0,13102015,INR,0,0,setl_L39NFBGPCJ0950,4836655711l892,2026-06-12,2026-07-05,pay_6EH3TKFWJM0842,order_ZSEAKKWK040841,,Full refund
pay_8K7NM5ALH20985,payment,0,5965294,6109477,INR,122189,21994,setl_42ZFY8EZ6Q0983,2798948060s947,2026-07-04,2026-07-06,pay_8K7NM5ALH20985,order_2JSUXWHF220984,emi,Payment captured
pay_CEY4243U6J0988,payment,0,1038826,1063934,INR,21278,3830,setl_42ZFY8EZ6Q0983,2798948060s947,2026-07-04,2026-07-06,pay_CEY4243U6J0988,order_3YJ1RUHXXG0987,card,Payment captured
pay_3UW0WMKCP30991,payment,0,160190,164061,INR,3281,590,setl_42ZFY8EZ6Q0983,2798948060s947,2026-07-04,2026-07-06,pay_3UW0WMKCP30991,order_TGQV7XD9980990,wallet,Payment captured
pay_LBCNA7BZPU0994,payment,0,236278,241988,INR,4839,871,setl_42ZFY8EZ6Q0983,2798948060s947,2026-07-04,2026-07-06,pay_LBCNA7BZPU0994,order_LUSGQTKGP80993,wallet,Payment captured
pay_XT58EWC3G90997,payment,0,230943,236524,INR,4730,851,setl_42ZFY8EZ6Q0983,2798948060s947,2026-07-04,2026-07-06,pay_XT58EWC3G90997,order_JTHYFQEWL80996,wallet,Payment captured
pay_E7PMC2S0RY1000,payment,0,217982,223250,INR,4465,803,setl_42ZFY8EZ6Q0983,2798948060s947,2026-07-04,2026-07-06,pay_E7PMC2S0RY1000,order_M7UJNF9PA30999,emi,Payment captured
pay_1SDT7QXCV41005,payment,0,139562,142934,INR,2858,514,setl_HM5WHY1J671003,7876495136v340,2026-07-05,2026-07-07,pay_1SDT7QXCV41005,order_P2DWSW21431004,upi,Payment captured
pay_ULZX2PRACB1008,payment,0,926560,948955,INR,18979,3416,setl_HM5WHY1J671003,7876495136v340,2026-07-05,2026-07-07,pay_ULZX2PRACB1008,order_YED9PZNL1Q1007,card,Payment captured
pay_E82BAKG1NV1011,payment,0,1653034,1692987,INR,33859,6094,setl_HM5WHY1J671003,7876495136v340,2026-07-05,2026-07-07,pay_E82BAKG1NV1011,order_RCTH01JTFE1010,emi,Payment captured
pay_B71ZG4QB1Q1014,payment,0,84212,86246,INR,1724,310,setl_HM5WHY1J671003,7876495136v340,2026-07-05,2026-07-07,pay_B71ZG4QB1Q1014,order_3FQ2T6U8R01013,card,Payment captured
rfnd_RFK169QD7S1016,refund,1682274,0,1682274,INR,0,0,setl_HM5WHY1J671003,7876495136v340,2026-06-14,2026-07-07,pay_FGJHCNN4GE0821,order_JXZZ9ZRTP00820,,Full refund
pay_7J21AUH3UT1020,payment,0,201161,206022,INR,4120,741,setl_7WRW568FG31018,4003279786m230,2026-07-06,2026-07-08,pay_7J21AUH3UT1020,order_HLN4HC37L91019,emi,Payment captured
pay_K6EAVNNG5X1023,payment,0,128145,131241,INR,2624,472,setl_7WRW568FG31018,4003279786m230,2026-07-06,2026-07-08,pay_K6EAVNNG5X1023,order_PXJL96AW2M1022,netbanking,Payment captured
pay_TMSGJ90XT61026,payment,0,242976,248847,INR,4976,895,setl_7WRW568FG31018,4003279786m230,2026-07-06,2026-07-08,pay_TMSGJ90XT61026,order_3VZ1SNEKGP1025,upi,Payment captured
pay_R1006YV9W91029,payment,0,238992,244768,INR,4895,881,setl_7WRW568FG31018,4003279786m230,2026-07-06,2026-07-08,pay_R1006YV9W91029,order_DJ8436WV8H1028,emi,Payment captured
pay_657M6GCZBK1034,payment,0,11892539,12179985,INR,243599,43847,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_657M6GCZBK1034,order_TCT61CSTDB1033,emi,Payment captured
pay_DEN8KTFM4C1037,payment,0,227890,233397,INR,4667,840,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_DEN8KTFM4C1037,order_NBXWLZ9A121036,netbanking,Payment captured
pay_LAPZ5FRVNJ1040,payment,0,223675,229080,INR,4581,824,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_LAPZ5FRVNJ1040,order_F5FHFMFMWB1039,card,Payment captured
pay_94LC0KP3YU1043,payment,0,60660,62125,INR,1242,223,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_94LC0KP3YU1043,order_MUS4SF7YZY1042,netbanking,Payment captured
pay_GYAL26XXGM1046,payment,0,39178,40124,INR,802,144,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_GYAL26XXGM1046,order_9M6J5WZ0CW1045,wallet,Payment captured
pay_3T1BL8LV9N1049,payment,0,761288,779687,INR,15593,2806,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_3T1BL8LV9N1049,order_ZX61VCQ8G21048,card,Payment captured
pay_FRKZA6LYG61052,payment,0,178242,182550,INR,3651,657,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_FRKZA6LYG61052,order_KNMVVFMRP31051,card,Payment captured
pay_ZZX8A1EQJ71055,payment,0,93393,95650,INR,1913,344,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_ZZX8A1EQJ71055,order_U31EY7BQMR1054,card,Payment captured
pay_FYG1ALWJ801058,payment,0,108675,111301,INR,2226,400,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_FYG1ALWJ801058,order_6CS2ML19G51057,emi,Payment captured
pay_KAXSN853D51061,payment,0,1166100,1194284,INR,23885,4299,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_KAXSN853D51061,order_8Z6XZHM30F1060,netbanking,Payment captured
pay_CHYC1RMFGJ1064,payment,0,1814314,1858166,INR,37163,6689,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_CHYC1RMFGJ1064,order_BTMUY2B4WV1063,upi,Payment captured
pay_MSF3HNSV8R1067,payment,0,19467,19936,INR,398,71,setl_ZMAN4Z9NAV1032,2410688654l359,2026-07-07,2026-07-09,pay_MSF3HNSV8R1067,order_KG08FXV31B1066,emi,Payment captured
rfnd_UTA2PB2JTT1069,refund,185652,0,185652,INR,0,0,setl_ZMAN4Z9NAV1032,2410688654l359,2026-06-29,2026-07-09,pay_9N68BHMBTP0672,order_4TFLBVHFND0671,,Full refund
pay_ZVUW45BKLY1073,payment,0,53182,54467,INR,1089,196,setl_2X06AXXWY41071,5946851537x610,2026-07-08,2026-07-10,pay_ZVUW45BKLY1073,order_0S1CF7YFP91072,upi,Payment captured
pay_WZGW81Q1751076,payment,0,63753,65292,INR,1305,234,setl_2X06AXXWY41071,5946851537x610,2026-07-08,2026-07-10,pay_WZGW81Q1751076,order_HUML12YP2T1075,upi,Payment captured
pay_BWRL6FZB081079,payment,0,176834,181107,INR,3622,651,setl_2X06AXXWY41071,5946851537x610,2026-07-08,2026-07-10,pay_BWRL6FZB081079,order_222NBQJ8F21078,netbanking,Payment captured
pay_XLR5EAC2961082,payment,0,17574,17997,INR,359,64,setl_2X06AXXWY41071,5946851537x610,2026-07-08,2026-07-10,pay_XLR5EAC2961082,order_P55R4RM58H1081,wallet,Payment captured
pay_HLZ2XKR6PS1085,payment,0,1728961,1770750,INR,35415,6374,setl_2X06AXXWY41071,5946851537x610,2026-07-08,2026-07-10,pay_HLZ2XKR6PS1085,order_CZ1843HGKS1084,netbanking,Payment captured
pay_ZUVLV64UKJ1088,payment,0,1676565,1717087,INR,34341,6181,setl_2X06AXXWY41071,5946851537x610,2026-07-08,2026-07-10,pay_ZUVLV64UKJ1088,order_STCJK9UBQZ1087,netbanking,Payment captured
pay_07L96M60AE1091,payment,0,139845,143224,INR,2864,515,setl_2X06AXXWY41071,5946851537x610,2026-07-08,2026-07-10,pay_07L96M60AE1091,order_916LYK8W9Z1090,wallet,Payment captured
pay_QR65GDWEN61096,payment,0,165580,169581,INR,3391,610,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_QR65GDWEN61096,order_TTFNEJ9VDP1095,emi,Payment captured
pay_X868UVSRXT1099,payment,0,241306,247137,INR,4942,889,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_X868UVSRXT1099,order_H4N5AS2T7M1098,wallet,Payment captured
pay_V8VW96GVPK1102,payment,0,26448,27086,INR,541,97,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_V8VW96GVPK1102,order_3VG4XMNGQP1101,emi,Payment captured
pay_W4V312A1D21105,payment,0,1840773,1885264,INR,37705,6786,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_W4V312A1D21105,order_TQS6VZKVXY1104,upi,Payment captured
pay_LW66C07RT01108,payment,0,212109,217234,INR,4344,781,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_LW66C07RT01108,order_0WNP84TGER1107,card,Payment captured
pay_S9UBJEWZ4P1111,payment,0,395604,405165,INR,8103,1458,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_S9UBJEWZ4P1111,order_W2KKVNF4RW1110,emi,Payment captured
pay_ZB3C8W7UXE1114,payment,0,291480,298524,INR,5970,1074,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_ZB3C8W7UXE1114,order_JH2317D9D81113,netbanking,Payment captured
pay_UA0BAQW3KS1117,payment,0,237305,243039,INR,4860,874,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_UA0BAQW3KS1117,order_KXEMX593B11116,card,Payment captured
pay_L3TQPYBJ4H1120,payment,0,146201,149733,INR,2994,538,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_L3TQPYBJ4H1120,order_CJYEWWQPNV1119,card,Payment captured
pay_YW2NPF8Z6S1123,payment,0,1452665,1487775,INR,29755,5355,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_YW2NPF8Z6S1123,order_HFM89HLPH71122,netbanking,Payment captured
pay_KRMAJ9KJ6C1126,payment,0,3022590,3095646,INR,61912,11144,setl_ETFD49RRSM1094,2052640876w834,2026-07-09,2026-07-11,pay_KRMAJ9KJ6C1126,order_3VQF06BTWC1125,card,Payment captured
rfnd_HLB7PV1ZSW1128,refund,19158,0,19158,INR,0,0,setl_ETFD49RRSM1094,2052640876w834,2026-06-25,2026-07-11,pay_G6JSMXFQYQ0305,order_NXQ6Y8VLMU0304,,Full refund
pay_7NJQ8JKQFG1132,payment,0,229001,234535,INR,4690,844,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_7NJQ8JKQFG1132,order_AV66SJWZG61131,emi,Payment captured
pay_MAKCRL1WA61135,payment,0,157396,161200,INR,3224,580,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_MAKCRL1WA61135,order_TJW3ZKC0DN1134,netbanking,Payment captured
pay_SEZ3BJGQ5H1138,payment,0,1297602,1328965,INR,26579,4784,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_SEZ3BJGQ5H1138,order_XXMSX75GX91137,wallet,Payment captured
pay_DZQ9LZLGLQ1141,payment,0,1290259,1321444,INR,26428,4757,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_DZQ9LZLGLQ1141,order_NKQBNY9K991140,wallet,Payment captured
pay_K6LR1L21NR1144,payment,0,44509,45583,INR,911,163,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_K6LR1L21NR1144,order_VAESVPED2J1143,card,Payment captured
pay_VH5KEXTC0S1147,payment,0,1801518,1845061,INR,36901,6642,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_VH5KEXTC0S1147,order_WAH9V9G6Q41146,emi,Payment captured
pay_X2SYFAG7R71150,payment,0,7891821,8082569,INR,161651,29097,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_X2SYFAG7R71150,order_R732DGTTS81149,emi,Payment captured
pay_59C13BPMBX1153,payment,0,1560084,1597792,INR,31955,5753,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_59C13BPMBX1153,order_GGHRZ21CY41152,netbanking,Payment captured
pay_FXYQWVGF1W1156,payment,0,21902,22430,INR,448,80,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_FXYQWVGF1W1156,order_W5SLPW1YM71155,card,Payment captured
pay_FF1SKXY1J01159,payment,0,7240017,7415010,INR,148300,26693,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_FF1SKXY1J01159,order_BHNV8UM1EN1158,upi,Payment captured
pay_642N2M910S1162,payment,0,222943,228330,INR,4566,821,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_642N2M910S1162,order_QRQ4PKAURB1161,netbanking,Payment captured
pay_5TD5473ELB1165,payment,0,1682445,1723112,INR,34462,6205,setl_LLGAYQF2EH1130,9455632693o525,2026-07-10,2026-07-12,pay_5TD5473ELB1165,order_RJG86WGQYQ1164,upi,Payment captured
pay_GVYM3S7FMS1170,payment,0,923494,945814,INR,18916,3404,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_GVYM3S7FMS1170,order_FG10206JXM1169,upi,Payment captured
pay_VBZEMN7MPY1173,payment,0,368805,377718,INR,7554,1359,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_VBZEMN7MPY1173,order_DZGLA9AAW01172,emi,Payment captured
pay_NKX504HEXR1176,payment,0,147267,150825,INR,3016,542,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_NKX504HEXR1176,order_HVUGYM9LG71175,emi,Payment captured
pay_NU3130F7B71179,payment,0,142724,146173,INR,2923,526,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_NU3130F7B71179,order_FW991NUWJ41178,card,Payment captured
pay_389M8ZCPG51182,payment,0,6983814,7152615,INR,143052,25749,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_389M8ZCPG51182,order_MWDBDV0NYD1181,card,Payment captured
pay_KKRS3VPT2A1185,payment,0,3858450,3951710,INR,79034,14226,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_KKRS3VPT2A1185,order_UARXM0QZ1C1184,wallet,Payment captured
pay_S1UUUSGH1N1188,payment,0,186150,190648,INR,3812,686,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_S1UUUSGH1N1188,order_QEHHL7EMWL1187,card,Payment captured
pay_8NPWCAKXSM1191,payment,0,108995,111628,INR,2232,401,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_8NPWCAKXSM1191,order_MFER3Z4K4C1190,card,Payment captured
pay_WDHE29BLWZ1194,payment,0,59410,60844,INR,1216,218,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_WDHE29BLWZ1194,order_X4B4ER9ULK1193,card,Payment captured
pay_Y56K5ZQKUM1197,payment,0,316168,323809,INR,6476,1165,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_Y56K5ZQKUM1197,order_EB60U04R7S1196,wallet,Payment captured
pay_405ZXW1J9P1200,payment,0,1352904,1385604,INR,27712,4988,setl_YHEE92LNRM1168,4589473440a764,2026-07-11,2026-07-13,pay_405ZXW1J9P1200,order_Q1JYP122541199,wallet,Payment captured
pay_DXFWYNKPVE1205,payment,0,231846,237448,INR,4748,854,setl_3M4BP0MTK11203,4439567874e521,2026-07-12,2026-07-14,pay_DXFWYNKPVE1205,order_J7W9CGEFBA1204,card,Payment captured
pay_J0606LBZ4M1208,payment,0,39983,40948,INR,818,147,setl_3M4BP0MTK11203,4439567874e521,2026-07-12,2026-07-14,pay_J0606LBZ4M1208,order_2L6TRHK4GC1207,emi,Payment captured
pay_LZSN8T9B7W1211,payment,0,110417,113084,INR,2261,406,setl_3M4BP0MTK11203,4439567874e521,2026-07-12,2026-07-14,pay_LZSN8T9B7W1211,order_KHNWUFY7B21210,wallet,Payment captured
pay_CT0XZ832XJ1214,payment,0,925805,948181,INR,18963,3413,setl_3M4BP0MTK11203,4439567874e521,2026-07-12,2026-07-14,pay_CT0XZ832XJ1214,order_CJABV0N6001213,emi,Payment captured
pay_EAAXEK5XGH1217,payment,0,291212,298250,INR,5965,1073,setl_3M4BP0MTK11203,4439567874e521,2026-07-12,2026-07-14,pay_EAAXEK5XGH1217,order_JGREMZEKRF1216,card,Payment captured
pay_D4M8AFMNSK1220,payment,0,29993,30717,INR,614,110,setl_3M4BP0MTK11203,4439567874e521,2026-07-12,2026-07-14,pay_D4M8AFMNSK1220,order_0W9N6N7M6U1219,emi,Payment captured
pay_LEDE7YD3F41223,payment,0,173632,177828,INR,3556,640,setl_3M4BP0MTK11203,4439567874e521,2026-07-12,2026-07-14,pay_LEDE7YD3F41223,order_UP3SYR9ASU1222,netbanking,Payment captured
pay_W1554KK02B1226,payment,0,205068,210024,INR,4200,756,setl_3M4BP0MTK11203,4439567874e521,2026-07-12,2026-07-14,pay_W1554KK02B1226,order_7WNQLCY2551225,emi,Payment captured
pay_1LVTQN77331229,payment,0,5507435,5640551,INR,112811,20305,setl_3M4BP0MTK11203,4439567874e521,2026-07-12,2026-07-14,pay_1LVTQN77331229,order_GB16KTXNB71228,card,Payment captured
pay_RR76BW8G0K1234,payment,0,13227733,13547452,INR,270949,48770,setl_J9UXZJZ6EB1232,7215153583n352,2026-07-13,2026-07-15,pay_RR76BW8G0K1234,order_QW6TXXNJWQ1233,netbanking,Payment captured
pay_W7WNNHUDN91237,payment,0,989003,1012907,INR,20258,3646,setl_J9UXZJZ6EB1232,7215153583n352,2026-07-13,2026-07-15,pay_W7WNNHUDN91237,order_D6RQAWY6KT1236,netbanking,Payment captured
pay_GT5TN5ULJW1240,payment,0,176458,180722,INR,3614,650,setl_J9UXZJZ6EB1232,7215153583n352,2026-07-13,2026-07-15,pay_GT5TN5ULJW1240,order_2FZ5K40L4W1239,wallet,Payment captured
pay_EEJKG9LRFZ1243,payment,0,1054026,1079502,INR,21590,3886,setl_J9UXZJZ6EB1232,7215153583n352,2026-07-13,2026-07-15,pay_EEJKG9LRFZ1243,order_MWCUWC8DJ71242,wallet,Payment captured
pay_BDQ6CCQQKJ1246,payment,0,1054953,1080451,INR,21609,3889,setl_J9UXZJZ6EB1232,7215153583n352,2026-07-13,2026-07-15,pay_BDQ6CCQQKJ1246,order_KFP4LHSQRD1245,wallet,Payment captured
pay_L1PKAUTZ801249,payment,0,326273,334158,INR,6683,1202,setl_J9UXZJZ6EB1232,7215153583n352,2026-07-13,2026-07-15,pay_L1PKAUTZ801249,order_NCPQ7AYFZ81248,wallet,Payment captured
pay_VPVZ5DQSP81252,payment,0,164104,168069,INR,3361,604,setl_J9UXZJZ6EB1232,7215153583n352,2026-07-13,2026-07-15,pay_VPVZ5DQSP81252,order_81PMHC0GPN1251,wallet,Payment captured
rfnd_L76UREGABD1254,refund,99214,0,99214,INR,0,0,setl_J9UXZJZ6EB1232,7215153583n352,2026-06-21,2026-07-15,pay_ZS8YHDH4VA0660,order_LBBSRV38HD0659,,Full refund
pay_B6EKPE10BC1258,payment,0,172637,176809,INR,3536,636,setl_N3ZET2BVCH1256,2297295374i567,2026-07-14,2026-07-16,pay_B6EKPE10BC1258,order_B6MAHFR5TT1257,wallet,Payment captured
pay_DUZFZ56LZZ1261,payment,0,78081,79967,INR,1599,287,setl_N3ZET2BVCH1256,2297295374i567,2026-07-14,2026-07-16,pay_DUZFZ56LZZ1261,order_BTNR4AC37Q1260,card,Payment captured
pay_4LCX8KXLJP1264,payment,0,1783243,1826343,INR,36526,6574,setl_N3ZET2BVCH1256,2297295374i567,2026-07-14,2026-07-16,pay_4LCX8KXLJP1264,order_72Z3FSJXY51263,emi,Payment captured
pay_Y2GQ5KNA8G1267,payment,0,581353,595404,INR,11908,2143,setl_N3ZET2BVCH1256,2297295374i567,2026-07-14,2026-07-16,pay_Y2GQ5KNA8G1267,order_QX7HWZ191Q1266,upi,Payment captured
pay_1AVX0ZPV361270,payment,0,85376,87438,INR,1748,314,setl_N3ZET2BVCH1256,2297295374i567,2026-07-14,2026-07-16,pay_1AVX0ZPV361270,order_HPMEES4H3Y1269,emi,Payment captured
pay_FRG50XR6CW1273,payment,0,1109649,1136469,INR,22729,4091,setl_N3ZET2BVCH1256,2297295374i567,2026-07-14,2026-07-16,pay_FRG50XR6CW1273,order_Y7B0C7F6SF1272,upi,Payment captured
pay_LCUX3HKEN61276,payment,0,128221,131319,INR,2626,472,setl_N3ZET2BVCH1256,2297295374i567,2026-07-14,2026-07-16,pay_LCUX3HKEN61276,order_T0DSH97M4U1275,netbanking,Payment captured
rfnd_7Q4HGLJJB41278,refund,45583,0,45583,INR,0,0,setl_N3ZET2BVCH1256,2297295374i567,2026-06-23,2026-07-16,pay_K6LR1L21NR1144,order_VAESVPED2J1143,,Full refund
pay_CQNKVJ1AZD1282,payment,0,155671,159432,INR,3188,573,setl_33EEFSY6181280,4948253709e223,2026-07-15,2026-07-17,pay_CQNKVJ1AZD1282,order_MN4ZS6EM2H1281,card,Payment captured
pay_KJ8KE68ELR1285,payment,0,1884738,1930291,INR,38605,6948,setl_33EEFSY6181280,4948253709e223,2026-07-15,2026-07-17,pay_KJ8KE68ELR1285,order_PN666PGM0E1284,upi,Payment captured
pay_9U7E3B2EFK1288,payment,0,195619,200346,INR,4006,721,setl_33EEFSY6181280,4948253709e223,2026-07-15,2026-07-17,pay_9U7E3B2EFK1288,order_Z14QJ682LR1287,wallet,Payment captured
